Warning: truncated output (original token count: 105285)
Total output lines: 819

kind,name,qualified_name,module_path,section_path,mutual_parent,decl_line,decl_end_line,proof_line,proof_end_line,proof_terminator,proof_span_lines,proof_body_nonblank_lines,internal_dependencies_count,internal_dependencies,internal_callers_count,internal_callers,qualified_external_use_count,qualified_external_uses,confirmed_external_root,reachable_from_any_external_root,runtime_root,reachable_from_runtime_root
Fixpoint,check_phase_semantic_second_level_sourcesb,TilingBandScheduleValidator.check_phase_semantic_second_level_sourcesb,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24409,24426,,,,0,0,2,check_phase_semantic_source_scheduleb;second_level_band_recipe,2,check_phase_semantic_second_level_schedules_zero_erasureb;check_phase_semantic_second_level_sourcesb_sound,0,,no,yes,no,yes
Fixpoint,phase_semantic_second_level_expected_schedules,TilingBandScheduleValidator.phase_semantic_second_level_expected_schedules,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24427,24448,,,,0,0,2,phase_semantic_second_level_target_schedule;second_level_band_recipe,4,check_phase_semantic_second_level_schedules_zero_erasureb;check_phase_semantic_second_level_schedulesb_sound;phase_semantic_second_level_expected_schedules_nth_error;phase_semantic_second_level_schedules_equivalent,0,,no,yes,no,yes
Definition,check_phase_semantic_second_level_schedules_zero_erasureb,TilingBandScheduleValidator.check_phase_semantic_second_level_schedules_zero_erasureb,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24449,24467,,,,0,0,4,check_phase_semantic_second_level_sourcesb;check_schedule_lists_zero_erasure_same_masksb;phase_semantic_second_level_expected_schedules;second_level_band_recipe,2,check_phase_semantic_second_level_schedulesb;check_phase_semantic_second_level_schedulesb_sound,0,,no,yes,no,yes
Definition,check_phase_semantic_second_level_schedulesb,TilingBandScheduleValidator.check_phase_semantic_second_level_schedulesb,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24468,24479,,,,0,0,3,check_phase_semantic_second_level_schedules_symmetricb;check_phase_semantic_second_level_schedules_zero_erasureb;second_level_band_recipe,3,check_phase_semantic_second_level_schedulesb_sound;infer_pprog_phase_semantic_second_level_band_shape;infer_pprog_phase_semantic_second_level_band_shape_sound,0,,no,yes,no,yes
Fixpoint,phase_semantic_full_schedules_for_tiling,TilingBandScheduleValidator.phase_semantic_full_schedules_for_tiling,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24480,24502,,,,0,0,1,phase_semantic_lifted_band_rows,9,infer_pprog_phase_semantic_ordinary_band_shape;infer_pprog_phase_semantic_ordinary_band_shape_sound;infer_pprog_phase_semantic_second_level_band_shape;infer_pprog_phase_semantic_second_level_band_shape_sound;phase_semantic_full_schedules_for_tiling_exact_cols;phase_semantic_full_schedules_for_tiling_length;phase_semantic_full_schedules_nth_error;phase_semantic_ordinary_band_shape_property;phase_semantic_second_level_band_shape_property,0,,no,yes,no,yes
Record,phase_semantic_ordinary_band_shape,TilingBandScheduleValidator.phase_semantic_ordinary_band_shape,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24503,24509,,,,0,0,0,,2,infer_pprog_phase_semantic_ordinary_band_shape;phase_semantic_ordinary_band_shape_property,0,,no,yes,no,yes
Record,phase_semantic_second_level_band_shape,TilingBandScheduleValidator.phase_semantic_second_level_band_shape,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24510,24518,,,,0,0,1,second_level_band_recipe,2,infer_pprog_phase_semantic_second_level_band_shape;phase_semantic_second_level_band_shape_property,0,,no,yes,no,yes
Definition,infer_pprog_phase_semantic_ordinary_band_shape,TilingBandScheduleValidator.infer_pprog_phase_semantic_ordinary_band_shape,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24519,24566,,,,0,0,10,check_phase_semantic_ordinary_schedulesb;compact_semantic_schedules;count_true;global_phase_semantic_loop_mask;global_semantic_schedule_mask;infer_global_prefix_sizes;parse_ordinary_semantic_data;phase_semantic_full_schedules_for_tiling;phase_semantic_has_scalarb;phase_semantic_ordinary_band_shape,3,checked_tiling_sourceb_phase_semantic_band_direct;checked_tiling_sourceb_phase_semantic_band_direct_correct_same_ctxt;infer_pprog_phase_semantic_ordinary_band_shape_sound,0,,no,yes,no,yes
Definition,infer_pprog_phase_semantic_second_level_band_shape,TilingBandScheduleValidator.infer_pprog_phase_semantic_second_level_band_shape,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24567,24624,,,,0,0,10,check_phase_semantic_second_level_schedulesb;compact_semantic_schedules;count_true;global_phase_semantic_loop_mask;global_semantic_schedule_mask;infer_global_prefix_sizes;parse_second_level_semantic_recipes;phase_semantic_full_schedules_for_tiling;phase_semantic_has_scalarb;phase_semantic_second_level_band_shape,3,checked_tiling_sourceb_phase_semantic_band_direct;checked_tiling_sourceb_phase_semantic_band_direct_correct_same_ctxt;infer_pprog_phase_semantic_second_level_band_shape_sound,0,,no,yes,no,yes
Definition,checked_tiling_sourceb_phase_semantic_band_direct,TilingBandScheduleValidator.checked_tiling_sourceb_phase_semantic_band_direct,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24625,24651,,,,0,0,3,check_semantic_band_components_direct;infer_pprog_phase_semantic_ordinary_band_shape;infer_pprog_phase_semantic_second_level_band_shape,2,checked_tiling_sourceb_phase_semantic_band_direct_correct_same_ctxt;checked_tiling_sourceb_phase_semantic_band_direct_sourceb_true,1,src/TilingBandDirectRuntime.v:118:Legacy.checked_tiling_sourceb_phase_semantic_band_direct,yes,yes,yes,yes
Inductive,phase_semantic_ordinary_schedules_match,TilingBandScheduleValidator.phase_semantic_ordinary_schedules_match,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24652,24680,,,,0,0,4,phase_semantic_ordinary_target_schedule;phase_semantic_padded_source_schedule;schedule_matches_with_symmetric_trailing_zero_padding;select_by_mask,3,check_phase_semantic_ordinary_schedulesb_sound;phase_semantic_ordinary_band_shape_property;phase_semantic_ordinary_schedules_match_nth_error,0,,no,yes,no,yes
Inductive,phase_semantic_second_level_schedules_match,TilingBandScheduleValidator.phase_semantic_second_level_schedules_match,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24681,24710,,,,0,0,5,phase_semantic_padded_source_schedule;phase_semantic_second_level_target_schedule;schedule_matches_with_symmetric_trailing_zero_padding;second_level_band_recipe;select_by_mask,3,check_phase_semantic_second_level_schedules_symmetricb_sound;phase_semantic_second_level_schedules_equivalent;phase_semantic_second_schedules_match_nth_error,0,,no,yes,no,yes
Inductive,phase_semantic_second_level_sources_match,TilingBandScheduleValidator.phase_semantic_second_level_sources_match,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24711,24734,,,,0,0,4,phase_semantic_padded_source_schedule;schedule_matches_with_symmetric_trailing_zero_padding;second_level_band_recipe;select_by_mask,3,check_phase_semantic_second_level_sourcesb_sound;phase_semantic_second_level_schedules_equivalent;phase_semantic_second_sources_match_nth_error,0,,no,yes,no,yes
Definition,phase_semantic_second_level_schedules_equivalent,TilingBandScheduleValidator.phase_semantic_second_level_schedules_equivalent,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24735,24751,,,,0,0,5,phase_semantic_second_level_expected_schedules;phase_semantic_second_level_schedules_match;phase_semantic_second_level_sources_match;schedule_lists_zero_erasure_match;second_level_band_recipe,3,check_phase_semantic_second_level_schedulesb_sound;phase_semantic_second_level_band_shape_property;phase_semantic_second_schedules_equivalent_pair_lex,0,,no,yes,no,yes
Lemma,check_phase_semantic_ordinary_schedulesb_sound,TilingBandScheduleValidator.check_phase_semantic_ordinary_schedulesb_sound,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24752,24785,24758,24785,Qed,28,26,4,check_phase_semantic_ordinary_schedulesb;check_schedule_with_symmetric_trailing_zero_paddingb_sound;phase_semantic_ordinary_schedules_match;phase_semantic_ordinary_target_schedule,1,infer_pprog_phase_semantic_ordinary_band_shape_sound,0,,no,yes,no,yes
Lemma,check_phase_semantic_second_level_schedules_symmetricb_sound,TilingBandScheduleValidator.check_phase_semantic_second_level_schedules_symmetricb_sound,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24787,24821,24793,24821,Qed,29,27,4,check_phase_semantic_second_level_schedules_symmetricb;check_schedule_with_symmetric_trailing_zero_paddingb_sound;phase_semantic_second_level_schedules_match;phase_semantic_second_level_target_schedule,1,check_phase_semantic_second_level_schedulesb_sound,0,,no,yes,no,yes
Lemma,check_phase_semantic_second_level_sourcesb_sound,TilingBandScheduleValidator.check_phase_semantic_second_level_sourcesb_sound,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24823,24846,24829,24846,Qed,18,16,3,check_phase_semantic_second_level_sourcesb;check_schedule_with_symmetric_trailing_zero_paddingb_sound;phase_semantic_second_level_sources_match,1,check_phase_semantic_second_level_schedulesb_sound,0,,no,yes,no,yes
Lemma,check_phase_semantic_second_level_schedulesb_sound,TilingBandScheduleValidator.check_phase_semantic_second_level_schedulesb_sound,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24848,24880,24854,24880,Qed,27,25,7,check_phase_semantic_second_level_schedules_symmetricb_sound;check_phase_semantic_second_level_schedules_zero_erasureb;check_phase_semantic_second_level_schedulesb;check_phase_semantic_second_level_sourcesb_sound;check_schedule_lists_zero_erasure_same_masksb_sound;phase_semantic_second_level_expected_schedules;phase_semantic_second_level_schedules_equivalent,1,infer_pprog_phase_semantic_second_level_band_shape_sound,0,,no,yes,no,yes
Definition,phase_semantic_ordinary_band_shape_property,TilingBandScheduleValidator.phase_semantic_ordinary_band_shape_property,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24882,24911,,,,0,0,9,count_true;global_phase_semantic_loop_mask;global_semantic_schedule_mask;infer_global_prefix_sizes;parse_ordinary_semantic_data;phase_semantic_full_schedules_for_tiling;phase_semantic_has_scalarb;phase_semantic_ordinary_band_shape;phase_semantic_ordinary_schedules_match,3,infer_pprog_phase_semantic_ordinary_band_shape_sound;phase_semantic_ordinary_band_direct_reordering_safe;phase_semantic_ordinary_band_shape_reversal_bridge,0,,no,yes,no,yes
Definition,phase_semantic_second_level_band_shape_property,TilingBandScheduleValidator.phase_semantic_second_level_band_shape_property,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24912,24950,,,,0,0,9,count_true;global_phase_semantic_loop_mask;global_semantic_schedule_mask;infer_global_prefix_sizes;parse_second_level_semantic_recipes;phase_semantic_full_schedules_for_tiling;phase_semantic_has_scalarb;phase_semantic_second_level_band_shape;phase_semantic_second_level_schedules_equivalent,3,infer_pprog_phase_semantic_second_level_band_shape_sound;phase_semantic_second_level_band_direct_reordering_safe;phase_semantic_second_level_band_shape_reversal_bridge,0,,no,yes,no,yes
Lemma,infer_pprog_phase_semantic_ordinary_band_shape_sound,TilingBandScheduleValidator.infer_pprog_phase_semantic_ordinary_band_shape_sound,TilingBandScheduleValidator,PhaseAwareSemanticBands,,24951,25014,24957,25014,Qed,58,56,12,check_phase_semantic_ordinary_schedulesb;check_phase_semantic_ordinary_schedulesb_sound;compact_semantic_schedules;count_true;global_phase_semantic_loop_mask;global_semantic_schedule_mask;infer_global_prefix_sizes;infer_pprog_phase_semantic_ordinary_band_shape;parse_ordinary_semantic_data;phase_semantic_full_schedules_for_tiling;phase_semantic_has_scalarb;phase_semantic_ordinary_band_shape_property,1,checked_tiling_sourceb_phase_semantic_band_direct_correct_same_ctxt,0,,no,yes,no,yes
Lemma,infer_pprog_phase_semantic_second_level_band_shape_sound,TilingBandScheduleValidator.infer_pprog_phase_semantic_second_level_band_shape_sound,TilingBandScheduleValidator,PhaseAwareSemanticBands,,25016,25082,25022,25082,Qed,61,59,12,check_phase_semantic_second_level_schedulesb;check_phase_semantic_second_level_schedulesb_sound;compact_semantic_schedules;count_true;global_phase_semantic_loop_mask;global_semantic_schedule_mask;infer_global_prefix_sizes;infer_pprog_phase_semantic_second_level_band_shape;parse_second_level_semantic_recipes;phase_semantic_full_schedules_for_tiling;phase_semantic_has_scalarb;phase_semantic_second_level_band_shape_property,1,checked_tiling_sourceb_phase_semantic_band_direct_correct_same_ctxt,0,,no,yes,no,yes
